Date,Open Italy,High Italy,Low Italy,Close Italy,Adj Close Italy,Volume Italy,Open Spain,High Spain,Low Spain,Close Spain,Adj Close Spain,Volume Spain
2020-11-02,17968.0,18400.0,17806.0,18400.0,18400.0,472405000,"6,481.40","6,590.70","6,396.30","6,585.60","6,585.60","222,245,200"
2020-11-03,18536.0,18986.0,18508.0,18986.0,18986.0,537178700,"6,636.10","6,760.80","6,608.70","6,751.60","6,751.60","281,852,500"
2020-11-04,18673.0,19395.0,18577.0,19358.0,19358.0,571091200,"6,616.70","6,790.80","6,563.70","6,781.90","6,781.90","274,816,200"
2020-11-05,19490.0,19788.0,19480.0,19731.0,19731.0,497400000,"6,833.50","6,948.30","6,814.20","6,924.20","6,924.20","255,824,700"
2020-11-06,19686.0,19822.0,19482.0,19682.0,19682.0,471238000,"6,890.60","6,940.40","6,829.40","6,870.40","6,870.40","206,308,100"
2020-11-09,20011.0,20932.0,19961.0,20750.0,20750.0,1136870400,"6,972.30","7,535.30","6,945.80","7,459.40","7,459.40","751,200,600"
2020-11-10,20788.0,20929.0,20584.0,20852.0,20852.0,936791400,"7,447.10","7,720.30","7,439.50","7,711.40","7,711.40","705,610,500"
2020-11-11,20958.0,21050.0,20816.0,20993.0,20993.0,587145900,"7,733.80","7,804.60","7,675.80","7,793.70","7,793.70","401,246,900"
2020-11-12,20826.0,20960.0,20710.0,20818.0,20818.0,543216500,"7,721.70","7,773.30","7,688.00","7,726.00","7,726.00","309,657,400"
2020-11-13,20707.0,20965.0,20701.0,20904.0,20904.0,426848500,"7,698.60","7,823.10","7,686.20","7,783.70","7,783.70","297,808,600"
2020-11-16,21145.0,21435.0,21008.0,21317.0,21317.0,682567300,"7,905.90","8,102.40","7,879.00","7,986.20","7,986.20","601,880,600"
2020-11-17,21307.0,21495.0,21248.0,21435.0,21435.0,491659300,"7,979.00","7,979.00","7,835.80","7,934.30","7,934.30","428,970,100"
2020-11-18,21421.0,21659.0,21366.0,21623.0,21623.0,587685300,"7,914.10","7,994.30","7,888.70","7,981.50","7,981.50","296,385,800"
2020-11-19,21486.0,21680.0,21426.0,21536.0,21536.0,513106200,"7,907.20","7,978.80","7,863.90","7,930.20","7,930.20","261,607,300"
2020-11-20,21522.0,21771.0,21496.0,21707.0,21707.0,493720900,"7,938.80","8,001.10","7,920.00","7,977.90","7,977.90","232,651,500"
2020-11-23,21871.0,21996.0,21702.0,21702.0,21702.0,548503600,"8,029.10","8,067.30","7,972.20","7,981.20","7,981.20","278,313,000"
2020-11-24,21985.0,22150.0,21953.0,22145.0,22145.0,721630200,"8,052.40","8,143.20","8,045.30","8,143.20","8,143.20","351,639,600"
2020-11-25,22281.0,22344.0,22054.0,22304.0,22304.0,641951300,"8,172.40","8,199.90","8,084.40","8,164.70","8,164.70","294,450,000"
2020-11-26,22385.0,22387.0,22201.0,22201.0,22201.0,541595900,"8,184.80","8,184.90","8,086.70","8,104.60","8,104.60","218,317,400"
2020-11-27,22173.0,22386.0,22167.0,22352.0,22352.0,583607500,"8,069.10","8,190.70","8,054.40","8,190.70","8,190.70","415,126,100"
2020-11-30,22210.0,22353.0,22061.0,22061.0,22061.0,734672200,"8,130.60","8,165.20","8,075.40","8,076.90","8,076.90","544,905,000"
2020-12-01,22193.0,22227.0,22010.0,22100.0,22100.0,578774400,"8,112.70","8,176.40","8,100.20","8,140.80","8,140.80","284,946,100"
2020-12-02,22020.0,22043.0,21784.0,21972.0,21972.0,543377900,"8,111.10","8,226.20","8,104.20","8,220.80","8,220.80","310,837,500"
2020-12-03,22019.0,22034.0,21902.0,22007.0,22007.0,425138400,"8,208.10","8,223.40","8,154.80","8,200.70","8,200.70","233,469,300"
2020-12-04,22030.0,22197.0,22027.0,22179.0,22179.0,507922100,"8,201.20","8,322.90","8,197.00","8,322.90","8,322.90","352,968,100"
2020-12-07,22130.0,22156.0,21964.0,22107.0,22107.0,351279100,"8,283.30","8,296.40","8,225.50","8,275.60","8,275.60","228,160,200"
2020-12-08,22064.0,22106.0,21904.0,22053.0,22053.0,275971200,"8,262.40","8,273.60","8,206.30","8,227.60","8,227.60","202,823,300"
2020-12-09,22215.0,22274.0,21957.0,21970.0,21970.0,471702800,"8,262.20","8,292.60","8,223.10","8,235.30","8,235.30","212,038,900"
2020-12-10,22032.0,22089.0,21746.0,21916.0,21916.0,450860100,"8,260.30","8,284.30","8,124.90","8,182.30","8,182.30","272,111,500"
2020-12-11,21857.0,21904.0,21572.0,21702.0,21702.0,428052900,"8,147.80","8,151.40","7,978.10","8,063.10","8,063.10","269,809,400"
2020-12-14,21863.0,21997.0,21760.0,21760.0,21760.0,389977700,"8,160.20","8,222.50","8,140.50","8,140.80","8,140.80","225,309,600"
2020-12-15,21718.0,21964.0,21676.0,21935.0,21935.0,347534000,"8,153.20","8,166.60","8,099.70","8,152.40","8,152.40","213,877,000"
2020-12-16,21995.0,22176.0,21888.0,21987.0,21987.0,447187000,"8,166.40","8,209.70","8,104.40","8,139.50","8,139.50","218,432,700"
2020-12-17,22079.0,22142.0,22009.0,22012.0,22012.0,456361000,"8,164.60","8,180.80","8,110.50","8,153.40","8,153.40","193,099,700"
2020-12-18,21919.0,22145.0,21911.0,21976.0,21976.0,653820900,"8,114.30","8,159.40","8,036.70","8,037.40","8,037.40","355,173,100"
2020-12-21,21470.0,21634.0,21087.0,21411.0,21411.0,596283800,"7,860.90","7,872.30","7,663.50","7,789.80","7,789.80","339,116,800"
2020-12-22,21491.0,21851.0,21489.0,21844.0,21844.0,307522300,"7,822.00","7,942.40","7,818.00","7,934.20","7,934.20","187,112,500"
2020-12-23,21970.0,22156.0,21921.0,22130.0,22130.0,306654600,"7,948.80","8,084.20","7,940.00","8,073.60","8,073.60","183,108,500"
2020-12-28,22308.0,22354.0,22252.0,22289.0,22289.0,260519700,8179.29981,8192.09961,8122.2002,8155.6001,8155.6001,147457600
2020-12-29,22389.0,22395.0,22203.0,22259.0,22259.0,229758800,8203.2002,8225.79981,8167,8174.79981,8174.79981,143794800
2020-12-30,22303.0,22345.0,22233.0,22233.0,22233.0,224887400,8174.2002,8194.2002,8149.79981,8154.3999,8154.3999,129930500
2021-01-04,22398.0,22493.0,22228.0,22316.0,22316.0,432600300,8191.79981,8207.2002,8053,8099.2002,8099.2002,213153000
2021-01-05,22223.0,22355.0,22106.0,22201.0,22201.0,381948600,8052.2002,8118.1001,8037.3999,8091.5,8091.5,173796400
2021-01-06,22364.0,22793.0,22218.0,22734.0,22734.0,672068000,8179.79981,8383.7002,8134.1001,8350.29981,8350.29981,275695700
2021-01-07,22824.0,22852.0,22622.0,22746.0,22746.0,476763700,8383.79981,8399.5,8274.09961,8385.79981,8385.79981,247341500
2021-01-08,22946.0,23004.0,22701.0,22794.0,22794.0,447809200,8439.7002,8439.7002,8366.2002,8407.7002,8407.7002,204981400
2021-01-11,22704.0,22804.0,22502.0,22722.0,22722.0,358993400,8369.2002,8411.90039,8317,8357.5,8357.5,188251800
2021-01-12,22787.0,22821.0,22558.0,22646.0,22646.0,459404700,8375.2002,8396.29981,8322.40039,8345.90039,8345.90039,207298100
2021-01-13,22611.0,22812.0,22574.0,22744.0,22744.0,388253200,8353.90039,8386.59961,8318.7002,8361.09961,8361.09961,206409700
2021-01-14,22743.0,22880.0,22638.0,22638.0,22638.0,405187100,8360.90039,8394.40039,8335.90039,8372.40039,8372.40039,196757600
2021-01-15,22633.0,22748.0,22243.0,22381.0,22381.0,434287800,8332.2002,8361.7002,8173.79981,8230.7002,8230.7002,251305100
2021-01-18,22258.0,22516.0,22239.0,22499.0,22499.0,335089300,8194.7002,8259.40039,8180.7002,8254.5,8254.5,122092800
2021-01-19,22636.0,22650.0,22428.0,22442.0,22442.0,386351200,8303.7002,8320.2002,8198.40039,8199,8199,162964400
2021-01-20,22570.0,22665.0,22503.0,22651.0,22651.0,380508500,8220.29981,8240.90039,8140.29981,8204.09961,8204.09961,147519500
2021-01-21,22790.0,22836.0,22425.0,22429.0,22429.0,407667700,8234.5,8275.90039,8117.8999,8122.1001,8122.1001,179934200
2021-01-22,22253.0,22259.0,21926.0,22088.0,22088.0,455886600,8072.7002,8078.1001,7971.1001,8036.3999,8036.3999,233703000
2021-01-25,22237.0,22250.0,21667.0,21736.0,21736.0,444515300,8076.8999,8085.79981,7846,7897.29981,7897.29981,218852300
2021-01-26,21710.0,22044.0,21655.0,21987.0,21987.0,370538500,7907.7002,8008.5,7907.7002,7964.8999,7964.8999,177642900
2021-01-27,21923.0,21985.0,21421.0,21663.0,21663.0,460640200,7950.3999,7995.5,7782.5,7852.7002,7852.7002,208275300
2021-01-28,21470.0,21941.0,21312.0,21917.0,21917.0,421309200,7767.2002,7958.8999,7713.5,7932.5,7932.5,201655300
2021-01-29,21570.0,21786.0,21521.0,21573.0,21573.0,430738500,7825.79981,7882.8999,7757.29981,7757.5,7757.5,250623200
2021-02-01,21737.0,21883.0,21619.0,21826.0,21826.0,320779300,7823,7842.29981,7779.79981,7798.2002,7798.2002,182007000
2021-02-02,21957.0,22152.0,21956.0,22067.0,22067.0,385385100,7844.6001,7958.8999,7828.1001,7950.8999,7950.8999,238438100
2021-02-03,22444.0,22738.0,22378.0,22528.0,22528.0,788305200,8048.2002,8088.2002,7983.29981,8012.79981,8012.79981,220821600
2021-02-04,22562.0,22982.0,22481.0,22901.0,22901.0,585655700,8031.3999,8122.6001,8005.3999,8122.6001,8122.6001,241673000
2021-02-05,22988.0,23276.0,22937.0,23083.0,23083.0,763260500,8129.79981,8227.2002,8107.29981,8214.7002,8214.7002,261535200
2021-02-08,23281.0,23513.0,23231.0,23426.0,23426.0,677058800,8251.79981,8260.29981,8187.8999,8219,8219,203539900
2021-02-09,23482.0,23482.0,23259.0,23300.0,23300.0,435700200,8216.79981,8219,8090.79981,8101,8101,159552300
2021-02-10,23413.0,23414.0,23134.0,23265.0,23265.0,449557400,8127.2002,8144.29981,8026.8999,8065.3999,8065.3999,170296200
2021-02-11,23288.0,23369.0,23255.0,23307.0,23307.0,391629500,8067.1001,8095.1001,8008.2002,8037.6001,8037.6001,136461900
2021-02-12,23291.0,23411.0,23059.0,23411.0,23411.0,355015700,8025,8055,7921.29981,8055,8055,157832900
2021-02-15,23629.0,23652.0,23562.0,23604.0,23604.0,438025700,8124.3999,8218.59961,8108.2002,8203.5,8203.5,193906300
2021-02-16,23631.0,23641.0,23423.0,23441.0,23441.0,372745200,8215.09961,8222.29981,8129.2002,8153.7002,8153.7002,164686700
2021-02-17,23384.0,23453.0,23122.0,23179.0,23179.0,391642600,8140.79981,8176.29981,8073.8999,8122.7002,8122.7002,190607900
2021-02-18,23196.0,23278.0,22882.0,22922.0,22922.0,385295100,8133.5,8168.6001,8045.29981,8058.1001,8058.1001,151455500
2021-02-19,22935.0,23187.0,22852.0,23136.0,23136.0,451362100,8066.7002,8172.6001,8016.1001,8151.6001,8151.6001,209007000
2021-02-22,23000.0,23045.0,22842.0,23009.0,23009.0,377445000,8119.6001,8126.29981,8045.29981,8112.2002,8112.2002,221465900
2021-02-23,23102.0,23174.0,22635.0,22939.0,22939.0,508987300,8128,8259.90039,8107.6001,8252.09961,8252.09961,293160800
2021-02-24,22904.0,23133.0,22870.0,23098.0,23098.0,879138700,8266.59961,8311.5,8205.2002,8269.59961,8269.59961,225852700
2021-02-25,23265.0,23292.0,23055.0,23064.0,23064.0,695998400,8331.2002,8387,8310.7002,8317.79981,8317.79981,309755000
2021-02-26,22724.0,23027.0,22678.0,22849.0,22849.0,561491600,8218.59961,8377.09961,8166.29981,8225,8225,291865800
2021-03-01,23123.0,23272.0,23078.0,23265.0,23265.0,475925000,8324.59961,8395.90039,8291.29981,8378.09961,8378.09961,182097000
2021-03-02,23177.0,23326.0,23084.0,23084.0,23084.0,444498500,8360.90039,8436.5,8328.59961,8355.79981,8355.79981,177712100
2021-03-03,23218.0,23353.0,22824.0,23047.0,23047.0,610081900,8397.59961,8466.59961,8278.5,8329.29981,8329.29981,240923800
2021-03-04,22955.0,23188.0,22796.0,23093.0,23093.0,505106200,8285.09961,8382.2002,8273.90039,8354,8354,207044300
2021-03-05,22955.0,23290.0,22874.0,22966.0,22966.0,599011100,8322.09961,8387.09961,8239.7002,8286.79981,8286.79981,259819800
2021-03-08,23174.0,23730.0,23068.0,23682.0,23682.0,660479000,8358,8458.40039,8307.5,8444.2002,8444.2002,235094900
2021-03-09,23691.0,23870.0,23632.0,23817.0,23817.0,609586300,8446.29981,8516.2002,8416,8496.40039,8496.40039,281898000
2021-03-10,23794.0,23958.0,23736.0,23926.0,23926.0,599918900,8479.5,8561.09961,8462.29981,8525.2002,8525.2002,203746300
2021-03-11,24024.0,24222.0,24024.0,24121.0,24121.0,749086700,8567.59961,8609.5,8495.79981,8593,8593,189021600
2021-03-12,24098.0,24180.0,24020.0,24113.0,24113.0,583290800,8570,8644.5,8554.40039,8644.5,8644.5,149113500
2021-03-15,24217.0,24425.0,24054.0,24139.0,24139.0,519599900,8689.90039,8740.09961,8617.59961,8635.40039,8635.40039,210887200
2021-03-16,24256.0,24319.0,24183.0,24261.0,24261.0,5477600,8679.40039,8717.59961,8617.79981,8657.7002,8657.7002,209943700
2021-03-17,24277.0,24350.0,24198.0,24281.0,24281.0,5001700,8652.09961,8659.09961,8570.09961,8599.5,8599.5,173237000
2021-03-18,24434.0,24459.0,24259.0,24360.0,24360.0,624093300,8632.59961,8658.79981,8587.09961,8624.59961,8624.59961,237338400
2021-03-19,24014.0,24370.0,23967.0,24199.0,24199.0,1238440000,8560.09961,8591.2002,8465.90039,8493,8493,375052600
2021-03-22,24075.0,24286.0,24029.0,24263.0,24263.0,448927300,8430.2002,8432.59961,8324.79981,8343.5,8343.5,229082300
2021-03-23,24213.0,24218.0,24024.0,24114.0,24114.0,464538900,,,,,,
2021-03-24,23970.0,24217.0,23934.0,24209.0,24209.0,395181000,,,,,,
2021-03-25,24149.0,24265.0,23993.0,24219.0,24219.0,453740100,,,,,,
2021-03-26,24390.0,24427.0,24266.0,24393.0,24393.0,457711200,,,,,,
2021-03-29,24426.0,24486.0,24328.0,24421.0,24421.0,377326900,,,,,,
2021-03-30,24537.0,24708.0,24469.0,24636.0,24636.0,462403700,,,,,,
2021-03-31,24677.0,24778.0,24637.0,24649.0,24649.0,434928900,,,,,,
2021-04-01,24731.0,24755.0,24656.0,24710.0,24710.0,367029700,,,,,,
2021-04-06,24926.0,24939.0,24746.0,24761.0,24761.0,434526200,,,,,,
2021-04-07,24762.0,24835.0,24602.0,24741.0,24741.0,333287300,,,,,,
2021-04-08,24855.0,24876.0,24532.0,24577.0,24577.0,474760600,,,,,,
2021-04-09,24614.0,24678.0,24429.0,24429.0,24429.0,374601700,,,,,,
2021-04-12,24404.0,24578.0,24341.0,24457.0,24457.0,269571200,,,,,,
2021-04-13,24486.0,24639.0,24462.0,24600.0,24600.0,353958500,,,,,,
2021-04-14,24631.0,24631.0,24435.0,24575.0,24575.0,326141900,,,,,,
2021-04-15,24601.0,24641.0,24470.0,24529.0,24529.0,317438800,,,,,,
2021-04-16,24555.0,24767.0,24526.0,24744.0,24744.0,395037300,,,,,,
